,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1509158349337677824,1509158349337677824,1648646363000.0,2022-03-30 10:19:23,-300,,"Según el Ministerio de Salud (MINSA), esta es la situación de la vacunación contra la #COVID19 en Perú hasta las 6:05 p.m. del 29 de Marzo. #VacúnateYa",es,"['covid19', 'vacúnateya']",[],233511699,233511699,NEQUION77,JOSÉ A. VALDERRAMA,3,10,https://twitter.com/NEQUION77/status/1509158349337677824,[],[],0,,False,0,0,0,https://twitter.com/Minsa_Peru/status/1509146435517825028,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
1,1508658711836901381,1508658711836901381,1648527241000.0,2022-03-29 01:14:01,-300,,"#CTVCinforma | 225 personas más dieron positivo a la COVID-19 en 🇵🇪, pero otras 217 se recuperaron. Lamentablemente, 29 fallecieron - @Minsa_Peru   #SigamosCuidándonos #ManténTuDistancia #UsaMascarilla #LávateLasManos #VacúnateYa #ParticipaciónCiudadana @OPSOMSPeru  https://t.co/Q2IxxSuX4B",es,"['ctvcinforma', 'sigamoscuidándonos', 'manténtudistancia', 'usamascarilla', 'lávatelasmanos', 'vacúnateya', 'participaciónciudadana']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,2,1,https://twitter.com/ctvcperu/status/1508658711836901381,[],['https://pbs.twimg.com/media/FO_VGKrWUAECbpj.jpg'],1,https://pbs.twimg.com/media/FO_VGKrWUAECbpj.jpg,False,3,0,1,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
2,1508111606798037009,1508111606798037009,1648396801000.0,2022-03-27 13:00:01,-300,,#VacúnateYa | Por qué hay que vacunarse contra la COVID-19: ✅Reduce el riesgo de enfermar gravemente ✅Genera protección 📍Acude a vacunarte si te toca la tercera dosis o te falta la primera o segunda  #PongoElHombro #ParticipaciónCiudadana @Minsa_Peru @OPSOMSPeru @EsSaludPeru  https://t.co/e1N494vjGq,es,"['vacúnateya', 'pongoelhombro', 'participaciónciudadana']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,7,13,https://twitter.com/ctvcperu/status/1508111606798037009,[],['https://pbs.twimg.com/media/FOv8GpSWQAEMN2E.jpg'],1,https://pbs.twimg.com/media/FOv8GpSWQAEMN2E.jpg,False,2,0,2,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
3,1507749218080854023,1507749218080854023,1648310400000.0,2022-03-26 13:00:00,-300,,#CTVCteCuida | ¿Tenes entre 12 a 17 años y recibiste tu segunda dosis hace 5 meses? Desde HOY podrás acercarte con un adulto al centro de vacunación más cercano. ¡Protégete de la COVID-19!  #VacunaFest #VacúnateYa #ParticipaciónCiudadana @Minsa_Peru @OPSOMSPeru @EsSaludPeru  https://t.co/OKRH6Ddonn,es,"['ctvctecuida', 'vacunafest', 'vacúnateya', 'participaciónciudadana']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,6,13,https://twitter.com/ctvcperu/status/1507749218080854023,[],['https://pbs.twimg.com/media/FOvcMHOXEAMQTP9.jpg'],1,https://pbs.twimg.com/media/FOvcMHOXEAMQTP9.jpg,False,3,0,2,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
4,1507167884807745542,1507167884807745542,1648171800000.0,2022-03-24 22:30:00,-300,,"#VacúnateYa | Todas las vacunas son buenas, seguras y eficaces. Recuerda que, al completar tus dosis, podrás evitar los síntomas graves del coronavirus. 📍Vacunarse es #ParticipaciónCiudadana   #PongoElHombro #YoMeVacuno #LasVacunasFuncionan @Minsa_Peru @EsSaludPeru @OPSOMSPeru  https://t.co/sU3vu5K5Xr",es,"['vacúnateya', 'participaciónciudadana', 'pongoelhombro', 'yomevacuno', 'lasvacunasfuncionan']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,4,22,https://twitter.com/ctvcperu/status/1507167884807745542,[],['https://pbs.twimg.com/media/FOqANgVXMAAVTVu.jpg'],1,https://pbs.twimg.com/media/FOqANgVXMAAVTVu.jpg,False,1,0,1,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
5,1506777966751227908,1506777966751227908,1648078836000.0,2022-03-23 20:40:36,-300,,"#VacúnateYa | ¿Ya recibiste tu primera y segunda dosis de vacuna contra la #COVID19, pero aún te falta la de refuerzo? ✅Acude al vacunatorio más cercano y contribuye a frenar la tercera ola  #PongoElHombro #ParticipaciónCiudadana @Minsa_Peru @OPSOMSPeru @EsSaludPeru  https://t.co/epVD7m7GFI",es,"['vacúnateya', 'covid19', 'pongoelhombro', 'participaciónciudadana']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,3,20,https://twitter.com/ctvcperu/status/1506777966751227908,[],['https://pbs.twimg.com/media/FOkmWKhXMAIW_PL.jpg'],1,https://pbs.twimg.com/media/FOkmWKhXMAIW_PL.jpg,False,1,0,1,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
6,1505333303607533577,1505333303607533577,1647734401000.0,2022-03-19 21:00:01,-300,,"#CTVCteCuida l La vacunación es un ACTO COLECTIVO. Al vacunarte, te proteges a ti y ayudas a proteger a quienes no están vacunados o aún no pueden hacerlo.  📍Vacunarse es #ParticipaciónCiudadana   #PongoElHombro #VacúnateYa @Minsa_Peru @OPSOMSPeru @PNUDperu @EsSaludPeru  https://t.co/hFGVYYLdNF",es,"['ctvctecuida', 'participaciónciudadana', 'pongoelhombro', 'vacúnateya']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,6,21,https://twitter.com/ctvcperu/status/1505333303607533577,[],['https://pbs.twimg.com/media/FOMcbIhXoAIp_VW.jpg'],1,https://pbs.twimg.com/media/FOMcbIhXoAIp_VW.jpg,False,1,0,1,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
7,1502675787237019650,1502675787237019650,1647100800000.0,2022-03-12 13:00:00,-300,,#VacunaWarma | Este fin de semana lleva a tu niño/a a recibir su dosis de la vacuna contra la #COVID19. ¡Protégelo del coronavirus!  #ProtegeSuNiñez #VacunaKids #VacunaFest #VacúnateYa #ParticipaciónCiudadana @Minsa_Peru @OPSOMSPeru @EsSaludPeru  https://t.co/rbUNxYxGXt,es,"['vacunawarma', 'covid19', 'protegesuniñez', 'vacunakids', 'vacunafest', 'vacúnateya', 'participaciónciudadana']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,6,13,https://twitter.com/ctvcperu/status/1502675787237019650,[],['https://pbs.twimg.com/media/FNm7E3AXIAgPsVL.jpg'],1,https://pbs.twimg.com/media/FNm7E3AXIAgPsVL.jpg,False,0,0,0,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
8,1500311294829813761,1500311294829813761,1646537061000.0,2022-03-06 00:24:21,-300,,ACTUALIZACIÓN | Esta es la situación de la vacunación contra la #COVID19 en Perú hasta las 18:15 horas del 5 de marzo. #VacúnateYa  https://t.co/mLX3DQyraI,es,"['covid19', 'vacúnateya']",[],138471254,138471254,Minsa_Peru,Ministerio de Salud,7,0,https://twitter.com/Minsa_Peru/status/1500311294829813761,[],['https://pbs.twimg.com/media/FNItK1kXwAAsqLi.jpg'],1,https://pbs.twimg.com/media/FNItK1kXwAAsqLi.jpg,False,119,1,16,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
9,1509269900212285449,1509260592397402115,1648672959000.0,2022-03-30 17:42:39,-300,,"@MTC_GobPeru @MEF_Peru #LoÚltimo El ministro de Salud Hernán Condori informó que el 43,26% de la población en Perú 🇵🇪 cuenta con tres dosis de la vacuna 💉 contra la #Covid19. El titular del @MinsaPeru anunció también la construcción de un nuevo hospital 🏥 en el distrito de San Juan de Lurigancho. 🧵",es,"['loúltimo', 'covid19']",[],2582629795,2582629795,Ojo_Publico,OjoPúblico,3,17,https://twitter.com/Ojo_Publico/status/1509269900212285449,[],[],0,,False,11,0,2,,"['#COVID19', 'Peru']",,,,,,,"[{'screen_name': 'MTC_GobPeru', 'name': 'Ministerio de Transportes y Comunicaciones', 'id': '2191032740'}, {'screen_name': 'MEF_Peru', 'name': 'Ministerio de Economía y Finanzas', 'id': '353391236'}]",,,,
10,1509214388095442950,1509214382844223492,1648659724000.0,2022-03-30 14:02:04,-300,,"Reporte de 🇵🇪 #Perú 30/03/2022 Casos nuevos: 0 Casos totales: 3,545,628 Muertes nuevas: 0 Muertes totales: 212,157 Recuperados nuevos: 0 Recuperados totales: 0 #COVID19 #QuedateEnCasa",es,"['perú', 'covid19', 'quedateencasa']",[],1247006535957590016,1247006535957590016,AlertasCOVID19,Alertas #COVID19,3,14,https://twitter.com/AlertasCOVID19/status/1509214388095442950,[],[],0,,False,0,1,0,,"['#COVID19', 'Peru']",,,,,,,[],,,,
11,1509213878781157377,1509213878781157377,1648659603000.0,2022-03-30 14:00:03,-300,,"Top 10 de America 30/03/2022:  80,019,128 🇺🇸 Estados Unidos  29,887,191 🇧🇷 Brasil  9,032,162 🇦🇷 Argentina  6,084,240 🇨🇴 Colombia  5,654,311 🇲🇽 México  3,545,628 🇵🇪 Perú  3,458,499 🇨🇱 Chile  2,933,951 🇨🇦 Canadá  1,088,638 🇨🇺 Cuba  901,752 🇧🇴 Bolivia  #COVID19 #QuedateEnCasa",es,"['covid19', 'quedateencasa']",[],1247006535957590016,1247006535957590016,AlertasCOVID19,Alertas #COVID19,3,14,https://twitter.com/AlertasCOVID19/status/1509213878781157377,[],[],0,,False,0,0,0,,"['#COVID19', 'Peru']",,,,,,,[],,,,
12,1509174530052341763,1509174530052341763,1648650221000.0,2022-03-30 11:23:41,-300,,"🇵🇪PERÚ🇵🇪 29/03 Total:28'626,927 Positivas:3'546,083 Negativas:25'080,844 Hospitalizadas:1,330 UCI: 485 ventilación mecánica Alta médica:3'546,083 24 horas: 455+ personas positivas  Fallecidos: 13 Total fallecidos:212,179 #COVID19 #Covid #Covid_19 #COVIDー19  #peruano #pandemia  https://t.co/Bg2ONTH7LO",es,"['covid19', 'covid', 'covid_19', 'covidー19', 'peruano', 'pandemia']",[],710925811105275905,710925811105275905,j_bustamante83,𝙅𝙚𝙨𝙪́𝙨 𝘽𝙪𝙨𝙩𝙖𝙢𝙖𝙣𝙩𝙚,3,11,https://twitter.com/j_bustamante83/status/1509174530052341763,[],['https://pbs.twimg.com/media/FPGqOVOX0AAGPBx.jpg'],1,https://pbs.twimg.com/media/FPGqOVOX0AAGPBx.jpg,False,0,0,0,,"['#COVID19', 'Peru']",,,,,,,[],,,,
13,1509167683278757898,1509167683278757898,1648648589000.0,2022-03-30 10:56:29,-300,,"Sino te gusta como se ve, entonces que nadie lo vea #Peru #COVID19 #vacunacion",es,"['peru', 'covid19', 'vacunacion']",[],72304034,72304034,sdelapuente,Santiago de la Puente,3,10,https://twitter.com/sdelapuente/status/1509167683278757898,[],[],0,,False,1,0,1,https://twitter.com/larepublica_pe/status/1509108601016750092,"['#COVID19', 'Peru']",,,,,,,[],,,,
14,1509167404529582087,1509144500328976384,1648648522000.0,2022-03-30 10:55:22,-300,,@ronaldgamarra No me obliguen a ser SIS @Minsa_Peru x q atentarian contra mi vida tal cual hoy han restringuido mi Libertad no debo vacunarme #COVID19 x q me daría infarto ni influenza puedo aplicarme SIS no cumple espectativas y arriesga vida de pacientes PREOCUPENSE y SOLUCIONEN! Leyes? Bah!,es,['covid19'],[],1460806620536086534,1460806620536086534,Ana88371782,Ana,3,10,https://twitter.com/Ana88371782/status/1509167404529582087,[],[],0,,False,0,0,0,,"['#COVID19', 'Peru']",,,,,,,"[{'screen_name': 'ronaldgamarra', 'name': 'Ronald Gamarra', 'id': '102789756'}]",,,,
15,1509161018014023685,1509161018014023685,1648647000000.0,2022-03-30 10:30:00,-300,,"#CTVCteCuida l Doña Edith Garay, presidenta del Comité Local de Santa Ana (Cusco), exhorta a no automedicarnos, para no exponernos ante el coronavirus.  📍 #ParticipaciónCiudadana contra la #COVID19  #CTVCenAcción #NoBajemosLaGuardia #SigamosCuidándonos @Minsa_Peru @OPSOMSPeru  https://t.co/b0jrcKG6kb",es,"['ctvctecuida', 'participaciónciudadana', 'covid19', 'ctvcenacción', 'nobajemoslaguardia', 'sigamoscuidándonos']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,3,10,https://twitter.com/ctvcperu/status/1509161018014023685,[],['https://pbs.twimg.com/media/FPExnXaWUAYpHVY.jpg'],1,https://pbs.twimg.com/media/FPExnXaWUAYpHVY.jpg,False,0,0,1,,"['#COVID19', 'Peru']",,,,,,,[],,,,
16,1509158018130317314,1509158018130317314,1648646284000.0,2022-03-30 10:18:04,-300,,"⚰️⚰️ #Ataúdes de #cartón, la respuesta a la ola de #muertes por #COVID19 en Hong Kong  https://t.co/dkgMh0MA5G #coronavirus #funerales #funerarias #féretros #ecología #pandemias #innovación #madera #muertos  @elcomercio_peru",es,"['ataúdes', 'cartón', 'muertes', 'covid19', 'coronavirus', 'funerales', 'funerarias', 'féretros', 'ecología', 'pandemias', 'innovación', 'madera', 'muertos']",[],572898167,572898167,MutuaTrapagaran,Mutua Funeraria,3,10,https://twitter.com/MutuaTrapagaran/status/1509158018130317314,['https://elcomercio.pe/mundo/asia/covid-19-omicron-ataudes-de-carton-la-respuesta-a-la-ola-de-muertes-por-coronavirus-en-hong-kong-noticia/'],[],0,,False,0,0,0,,"['#COVID19', 'Peru']",,,,,,,[],,,,
17,1509152323561426944,1509152323561426944,1648644927000.0,2022-03-30 09:55:27,-300,,ACTUALIZACIÓN | Esta es la situación de la #COVID19 en Perú hasta las 22:00 horas del 28 de marzo. #NoBajemosLaGuardia  Más información:  https://t.co/y3CawzXCal  https://t.co/wODjlkhIZa,es,"['covid19', 'nobajemoslaguardia']",[],138471254,138471254,Minsa_Peru,Ministerio de Salud,3,9,https://twitter.com/Minsa_Peru/status/1509152323561426944,['https://www.gob.pe/es/n/595947'],['https://pbs.twimg.com/media/FPGWCXOXoAMbRuX.jpg'],1,https://pbs.twimg.com/media/FPGWCXOXoAMbRuX.jpg,False,252,36,70,,"['#COVID19', 'Peru']",,,,,,,[],,,,
18,1509069310072872963,1509069310072872963,1648625135000.0,2022-03-30 04:25:35,-300,,#Coronavirus en #Latinoamerica miércoles 30 marzo 2022 09:00h (hora I.Canarias) #COVID19 casos en: Chile Colombia Haití El Salvador Honduras Cuba República Dominicana Panamá Perú México Ecuador Nicaragua Costa Rica Guatemala Uruguay Brasil Paraguay Venezuela Bolivia Argentina.  https://t.co/FDInSr3NVy,es,"['coronavirus', 'latinoamerica', 'covid19']",[],1251327891515858947,1251327891515858947,BIGDATA2110,BIGDATA2110,3,4,https://twitter.com/BIGDATA2110/status/1509069310072872963,[],['https://pbs.twimg.com/media/FPFKh2aWQAE0gKc.png'],1,https://pbs.twimg.com/media/FPFKh2aWQAE0gKc.png,False,0,0,2,,"['#COVID19', 'Peru']",,,,,,,[],,,,
19,1509019780354916358,1509019780354916358,1648613326000.0,2022-03-30 01:08:46,-300,,@Minsa_Peru ¿Por qué no aprovechan y van a vacunar a lo loco? #Covid19 #Coronavirus #Omicron #OmicronBA2 #Peru,es,"['covid19', 'coronavirus', 'omicron', 'omicronba2', 'peru']",[],85923599,85923599,Azpitia,AZPITIA,3,1,https://twitter.com/Azpitia/status/1509019780354916358,[],[],0,,False,1,0,0,https://twitter.com/soyunamarmota/status/1508990769410977792,"['#COVID19', 'Peru']",,,,,,,[],,,,
20,1509014272470405129,1509011279700185089,1648612013000.0,2022-03-30 00:46:53,-300,,@PedroCastilloTe @SeleccionPeru ¿Y si dice algo sobre la necesidad de ponerse mascarilla porque aún mueren peruanos por la pandemia? #Peru #Covid19 #Coronavirus #OmicronBA2 #Omicron,es,"['peru', 'covid19', 'coronavirus', 'omicronba2', 'omicron']",[],85923599,85923599,Azpitia,AZPITIA,3,0,https://twitter.com/Azpitia/status/1509014272470405129,[],[],0,,False,0,0,0,,"['#COVID19', 'Peru']",,,,,,,"[{'screen_name': 'PedroCastilloTe', 'name': 'Pedro Castillo Terrones', 'id': '1357969682683334657'}, {'screen_name': 'SeleccionPeru', 'name': 'Selección Peruana 🇵🇪', 'id': '1170209287'}]",,,,
21,1508993745106132992,1508993745106132992,1648607119000.0,2022-03-29 23:25:19,-300,,Arriba #Peru y abajo la mascarilla #COVID19 #covidperu  😞😞😣  https://t.co/ODQxFaPs3O,es,"['peru', 'covid19', 'covidperu']",[],1422016593165434885,1422016593165434885,Emira_Rv,Emira,2,23,https://twitter.com/Emira_Rv/status/1508993745106132992,[],['https://pbs.twimg.com/media/FPEF0GfXIAIC9Q_.jpg'],1,https://pbs.twimg.com/media/FPEF0GfXIAIC9Q_.jpg,False,0,0,0,,"['#COVID19', 'Peru']",,,,,,,[],,,,
22,1508969236361789440,1508969236361789440,1648601275000.0,2022-03-29 21:47:55,-300,,"Ya se viene el 4 ...pero el cuarto pinchazo de vacuna contra el #Covid19 #Coronavirus porque imagino que después de esta aglomeración, al menos en Lima, nos vamos de nuevo para arriba en contagios #Peru #Omicron #BA2Variant",es,"['covid19', 'coronavirus', 'peru', 'omicron', 'ba2variant']",[],85923599,85923599,Azpitia,AZPITIA,2,21,https://twitter.com/Azpitia/status/1508969236361789440,[],[],0,,False,0,0,0,https://twitter.com/fpaz12/status/1508965593860481024,"['#COVID19', 'Peru']",,,,,,,[],,,,
