,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1509158349337677824,1509158349337677824,1648646363000.0,2022-03-30 08:19:23,-500,,"Según el Ministerio de Salud (MINSA), esta es la situación de la vacunación contra la #COVID19 en Perú hasta las 6:05 p.m. del 29 de Marzo. #VacúnateYa",es,"['covid19', 'vacúnateya']",[],233511699,233511699,NEQUION77,JOSÉ A. VALDERRAMA,3,8,https://twitter.com/NEQUION77/status/1509158349337677824,[],[],0,,False,0,0,0,https://twitter.com/Minsa_Peru/status/1509146435517825028,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
1,1508658711836901381,1508658711836901381,1648527241000.0,2022-03-28 23:14:01,-500,,"#CTVCinforma | 225 personas más dieron positivo a la COVID-19 en 🇵🇪, pero otras 217 se recuperaron. Lamentablemente, 29 fallecieron - @Minsa_Peru   #SigamosCuidándonos #ManténTuDistancia #UsaMascarilla #LávateLasManos #VacúnateYa #ParticipaciónCiudadana @OPSOMSPeru  https://t.co/Q2IxxSuX4B",es,"['ctvcinforma', 'sigamoscuidándonos', 'manténtudistancia', 'usamascarilla', 'lávatelasmanos', 'vacúnateya', 'participaciónciudadana']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,1,23,https://twitter.com/ctvcperu/status/1508658711836901381,[],['https://pbs.twimg.com/media/FO_VGKrWUAECbpj.jpg'],1,https://pbs.twimg.com/media/FO_VGKrWUAECbpj.jpg,False,3,0,1,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
2,1508111606798037009,1508111606798037009,1648396801000.0,2022-03-27 11:00:01,-500,,#VacúnateYa | Por qué hay que vacunarse contra la COVID-19: ✅Reduce el riesgo de enfermar gravemente ✅Genera protección 📍Acude a vacunarte si te toca la tercera dosis o te falta la primera o segunda  #PongoElHombro #ParticipaciónCiudadana @Minsa_Peru @OPSOMSPeru @EsSaludPeru  https://t.co/e1N494vjGq,es,"['vacúnateya', 'pongoelhombro', 'participaciónciudadana']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,7,11,https://twitter.com/ctvcperu/status/1508111606798037009,[],['https://pbs.twimg.com/media/FOv8GpSWQAEMN2E.jpg'],1,https://pbs.twimg.com/media/FOv8GpSWQAEMN2E.jpg,False,2,0,2,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
3,1507749218080854023,1507749218080854023,1648310400000.0,2022-03-26 11:00:00,-500,,#CTVCteCuida | ¿Tenes entre 12 a 17 años y recibiste tu segunda dosis hace 5 meses? Desde HOY podrás acercarte con un adulto al centro de vacunación más cercano. ¡Protégete de la COVID-19!  #VacunaFest #VacúnateYa #ParticipaciónCiudadana @Minsa_Peru @OPSOMSPeru @EsSaludPeru  https://t.co/OKRH6Ddonn,es,"['ctvctecuida', 'vacunafest', 'vacúnateya', 'participaciónciudadana']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,6,11,https://twitter.com/ctvcperu/status/1507749218080854023,[],['https://pbs.twimg.com/media/FOvcMHOXEAMQTP9.jpg'],1,https://pbs.twimg.com/media/FOvcMHOXEAMQTP9.jpg,False,3,0,2,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
4,1507167884807745542,1507167884807745542,1648171800000.0,2022-03-24 20:30:00,-500,,"#VacúnateYa | Todas las vacunas son buenas, seguras y eficaces. Recuerda que, al completar tus dosis, podrás evitar los síntomas graves del coronavirus. 📍Vacunarse es #ParticipaciónCiudadana   #PongoElHombro #YoMeVacuno #LasVacunasFuncionan @Minsa_Peru @EsSaludPeru @OPSOMSPeru  https://t.co/sU3vu5K5Xr",es,"['vacúnateya', 'participaciónciudadana', 'pongoelhombro', 'yomevacuno', 'lasvacunasfuncionan']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,4,20,https://twitter.com/ctvcperu/status/1507167884807745542,[],['https://pbs.twimg.com/media/FOqANgVXMAAVTVu.jpg'],1,https://pbs.twimg.com/media/FOqANgVXMAAVTVu.jpg,False,1,0,1,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
5,1506777966751227908,1506777966751227908,1648078836000.0,2022-03-23 18:40:36,-500,,"#VacúnateYa | ¿Ya recibiste tu primera y segunda dosis de vacuna contra la #COVID19, pero aún te falta la de refuerzo? ✅Acude al vacunatorio más cercano y contribuye a frenar la tercera ola  #PongoElHombro #ParticipaciónCiudadana @Minsa_Peru @OPSOMSPeru @EsSaludPeru  https://t.co/epVD7m7GFI",es,"['vacúnateya', 'covid19', 'pongoelhombro', 'participaciónciudadana']",[],1648227132,1648227132,ctvcperu,Comité de Transparencia y Vigilancia Ciudadana🇵🇪,3,18,https://twitter.com/ctvcperu/status/1506777966751227908,[],['https://pbs.twimg.com/media/FOkmWKhXMAIW_PL.jpg'],1,https://pbs.twimg.com/media/FOkmWKhXMAIW_PL.jpg,False,1,0,1,,"['#VacúnateYa', 'Peru']",,,,,,,[],,,,
6,1509269900212285449,1509260592397402115,1648672959000.0,2022-03-30 15:42:39,-500,,"@MTC_GobPeru @MEF_Peru #LoÚltimo El ministro de Salud Hernán Condori informó que el 43,26% de la población en Perú 🇵🇪 cuenta con tres dosis de la vacuna 💉 contra la #Covid19. El titular del @MinsaPeru anunció también la construcción de un nuevo hospital 🏥 en el distrito de San Juan de Lurigancho. 🧵",es,"['loúltimo', 'covid19']",[],2582629795,2582629795,Ojo_Publico,OjoPúblico,3,15,https://twitter.com/Ojo_Publico/status/1509269900212285449,[],[],0,,False,11,0,2,,"['#COVID19', 'Peru']",,,,,,,"[{'screen_name': 'MTC_GobPeru', 'name': 'Ministerio de Transportes y Comunicaciones', 'id': '2191032740'}, {'screen_name': 'MEF_Peru', 'name': 'Ministerio de Economía y Finanzas', 'id': '353391236'}]",,,,
7,1509214388095442950,1509214382844223492,1648659724000.0,2022-03-30 12:02:04,-500,,"Reporte de 🇵🇪 #Perú 30/03/2022 Casos nuevos: 0 Casos totales: 3,545,628 Muertes nuevas: 0 Muertes totales: 212,157 Recuperados nuevos: 0 Recuperados totales: 0 #COVID19 #QuedateEnCasa",es,"['perú', 'covid19', 'quedateencasa']",[],1247006535957590016,1247006535957590016,AlertasCOVID19,Alertas #COVID19,3,12,https://twitter.com/AlertasCOVID19/status/1509214388095442950,[],[],0,,False,0,1,0,,"['#COVID19', 'Peru']",,,,,,,[],,,,
8,1509213878781157377,1509213878781157377,1648659603000.0,2022-03-30 12:00:03,-500,,"Top 10 de America 30/03/2022:  80,019,128 🇺🇸 Estados Unidos  29,887,191 🇧🇷 Brasil  9,032,162 🇦🇷 Argentina  6,084,240 🇨🇴 Colombia  5,654,311 🇲🇽 México  3,545,628 🇵🇪 Perú  3,458,499 🇨🇱 Chile  2,933,951 🇨🇦 Canadá  1,088,638 🇨🇺 Cuba  901,752 🇧🇴 Bolivia  #COVID19 #QuedateEnCasa",es,"['covid19', 'quedateencasa']",[],1247006535957590016,1247006535957590016,AlertasCOVID19,Alertas #COVID19,3,12,https://twitter.com/AlertasCOVID19/status/1509213878781157377,[],[],0,,False,0,0,0,,"['#COVID19', 'Peru']",,,,,,,[],,,,
9,1509174530052341763,1509174530052341763,1648650221000.0,2022-03-30 09:23:41,-500,,"🇵🇪PERÚ🇵🇪 29/03 Total:28'626,927 Positivas:3'546,083 Negativas:25'080,844 Hospitalizadas:1,330 UCI: 485 ventilación mecánica Alta médica:3'546,083 24 horas: 455+ personas positivas  Fallecidos: 13 Total fallecidos:212,179 #COVID19 #Covid #Covid_19 #COVIDー19  #peruano #pandemia  https://t.co/Bg2ONTH7LO",es,"['covid19', 'covid', 'covid_19', 'covidー19', 'peruano', 'pandemia']",[],710925811105275905,710925811105275905,j_bustamante83,𝙅𝙚𝙨𝙪́𝙨 𝘽𝙪𝙨𝙩𝙖𝙢𝙖𝙣𝙩𝙚,3,9,https://twitter.com/j_bustamante83/status/1509174530052341763,[],['https://pbs.twimg.com/media/FPGqOVOX0AAGPBx.jpg'],1,https://pbs.twimg.com/media/FPGqOVOX0AAGPBx.jpg,False,0,0,0,,"['#COVID19', 'Peru']",,,,,,,[],,,,
